internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
39840,Semnopithecus schistaceus,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Semnopithecus,schistaceus,,,,,"Hodgson, 1840","<em></em>This&#160;taxon&#160;was&#160;formerly&#160;considered&#160;a&#160;subspecies&#160;of&#160;<em>S.&#160;entellus.</em>&#160; The other two species <em>lania</em> and <em>achilles</em> described by Elliot (1909) and Pocock (1928), respectively are considered junior synonyms of <em>Semnopithecus schistaceus</em> by Groves (2001), as first postulated by Napier (1985)."
13508501,Rhinopithecus strykeri,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Rhinopithecus,strykeri,,,,,"Geissmann, Ngwe Lwin, Saw Soe Aung, Thet Naing Aung, Zin Myo Aung, Tony Htin Hla, Grindley &amp; Momberg, 2011","<p>This is a recently described species of Snub-nosed Monkey from the high altitudes of northeastern Kachin state, northeastern Myanmar. Descriptions are based on a skin and skulls of four specimens obtained from local hunters. The new species is geographically isolated from other Snub-nosed Monkeys and separated from them by two major barriers the Mekong and the Salween (Thanlwin) rivers.    </p><p>It is closely related to <em>Rhinopithecus</em><em> </em><em>bieti</em></p>"
19597,Rhinopithecus bieti,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Rhinopithecus,bieti,,,,,"Milne-Edwards, 1897",Groves in Wilson and Reeder (1993) also treats this as a distinct species but under the genus &lt;Pygathrix</i>. There is now good support to keep it in <i>Rhinopithecus</i> see Novak (1999).
12562,Macaca thibetana,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,thibetana,,,,,"(Milne-Edwards, 1870)","Several subspecies have been recognized (Groves 2005), although Groves (2001) treated the species as monotypic. No subspecies are evaluated here, pending a revision of the taxon."
136569,Macaca munzala,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,munzala,,,,,"Madhusudan &amp; Mishra, 2005","Morphology, genetics and taxonomic variation in northeastern Indian macaques, including this taxon, is very poorly known (Sinha <em>et al.</em> 2006a, Chakraborty <em>et al</em>. 2007). Further taxonomic research is required in order to better understand its relationship to <em>Macaca assamensis</em> and <em>M. thibetana</em>."
12550,Macaca cyclopis,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,cyclopis,,,,,"(Swinhoe, 1863)","<span class=""apple-converted-space"">Belongs to the fascicularis species group alongside <em>Macaca mulatta</em>, <em>M. </em><span class=""apple-converted-space""><em>fascicularis</em> and <em>M. fuscata</em>. A drop in sea level and glacial advances c.300,000 years ago is said to have brought the species’ progenitor to the island from eastern mainland of Asia. Molecular genetic studies by Jui-Hua Chu and colleagues suggest the divergence of <em>M.cyclopsis</em> and <em>M.fuscata</em> from mainland <em>M. mulatta</em> to be of 0.38-0.44 million years ago.</span>"
12549,Macaca assamensis,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,assamensis,,,,,"M'Clelland, 1840","<p>Two distinct subspecies are recognized apart from the <em>Macaca assamensis</em> population that is endemic to and found in Nepal, and which is likely in some way distinct (Chalise pers. comm). The two subspecies, <em>M. a. assamensis</em> and <em>M. a. </em><em>pelops</em>, respectively occupy adjacent areas to the southeast and east of the range of <em>M. </em><em>assamensis</em>.<br/><br/>This is member of <em>sinica</em> species group that includes <em>M.</em><em> </em><em>sinica, M.</em><em> </em><em>radiata, M.</em><em> </em><em>thibetana</em>. All members of <em>sinica</em> group are allopatric or parapatric, extending down south from Sri Lanka to eastern central China. The members of the group are characterized by a peculiar glans-penis, slender to the tip and 30 mm long. Two subspecies recognized: <em>M.</em><em> </em><em>assamensis pelops </em>and <em>M.</em><em> </em><em>assamensis assamensis. </em>Both the species differ in relative tail length of adult males. The Nepal form, different in colour and form could be a different subspecies.</p>"
12554,Macaca mulatta,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Macaca,mulatta,,,,,"(Zimmermann, 1780)","<p>This&#160;species&#160;has&#160;been&#160;revised&#160;by&#160;Fooden&#160;(2000),&#160;who&#160;regards&#160;<em>Macaca mulatt</em>a as monotypic. The molecular differences identified among&#160;<em>M.&#160;mulatta</em>&#160;populations&#160;(Melnick&#160;<em>et&#160;al</em>.&#160;1993; Morales and Melnick 1998; Tosi 2000; Tosi <em>et al. </em>2000, 2002, 2003; Zhang and Shi 1993) are alone not consistent enough to conclusively define any subspecies.<br/><br/>Three subpopulation designated by molecular studies: Indian, Chinese, Indochinese (Indochinese being an introgression with <em>M. fascicularis</em>). Considerable hybridization with <em>M. fascicularis</em> in Laos, Thailand and Viet Nam and the both share an interspecific boundary of <em>ca</em> 2,000 km across the Indochinese peninsula in the south-east. Both <em>M. fascicularis</em> and <em>M. mulatta </em>share a range between 17°N and 14°N in Viet Nam, Laos and probably Thailand.</p>"
39853,Trachypithecus francoisi,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,francoisi,,,,,"(Pousargues, 1898)","<p>There is some interbreeding of released Francois’ langurs with <em>Trachypithecus leucocephalus</em> south and east of the River Zuo in Guangxi, China (Groves 2001).</p>"
39869,Trachypithecus shortridgei,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,shortridgei,,,,,"Wroughton, 1915","Originally included in <em>Trachypithecus pileatus</em>, <em>T. shortridgei</em> was recognised as a separate species by Groves (2001)."
10548,Hylobates lar,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,HYLOBATIDAE,Hylobates,lar,,,,,"(Linneaus, 1771)","This species forms a narrow area of sympatry and hybridization with <em>H. pileatus</em> in Khao Yai National Park, central Thailand (Brockelman 1978; Brockelman and Gittins 1984; Marshall and Brockelman 1986; Marshall and Sugardjito 1986), and with <em>H. agilis</em> in northern Peninsular Malaysia (W. Brockelman pers. comm.). Until at least 1925, an area of sympatry apparently existed in the region of Sriracha, about 80&#160;km southeast of Bangkok. Therefore, a large zone of overlap in the distribution of <em>H. lar</em> and <em>H. pileatus</em> may originally have existed. In most parts of this hypothetical zone, gibbon habitat appears to have been destroyed, with the Khao Yai Park possibly representing the last remnant of the once large contact zone (Geissmann 1991). These zones demonstrate that reproductive isolation between the species is incomplete, although they do not freely interbreed in the wild where they are in contact (Brockelman and Gittins 1984). <br/> <br/>The subspecies of <em>Hylobates lar</em>, although numerous and well-distributed latitudinally, are not highly distinct, in general. They are based largely on relatively minor body color variation and the degree of polychromatism of the fur (Brockelman 1985, 2004; Groves 2001; Woodruff 2005) The validity of <em>H. l. yunnanensis</em> as a subspecies is doubtful; it requires comparison with <em>H. l. carpenteri</em> (C. Groves and T. Geissmann pers. comm.). The only geographically well-separated subspecies is <em>H. l. vestitus</em>, which is found on Sumatra; despite its (relatively recent) isolation, however, it is not highly distinct phenotypically (W. Brockelman pers. comm.). The taxonomic status of all the <em>H. lar</em> subspecies, and specifically <em>yunnanensis</em>, requires further investigation."
39876,Hoolock hoolock,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,HYLOBATIDAE,Hoolock,hoolock,,,,,"(Harlan, 1834)","This taxon is now considered monotypic; it was formerly considered conspecific with <i>Hoolock leuconedys</i>. The previous generic name, <i>Bunopithecus</i>, was changed by Mootnick and Groves (2005) to <i>Hoolock</i> (Haimoff <i>et al.</i> 1984)."
39775,Nomascus concolor,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,HYLOBATIDAE,Nomascus,concolor,,,,,"(Harlan, 1826)","Previously four subspecies were recognised (<em>N. c. concolor, N. c. furvogaster, N. c. jingdongensis</em> and <em>N. c. lu</em>) (Ma and Wang 1986), however <em>N. c. furvogaster</em> of south-western Yunnan, west of Mekong River and <em>N. c. jingdonensis </em>of<em> </em>west central Yunnan, China are now considered synonomous with the nominate form while <em>N. c. lu</em> is recognised as a valid subspecies (Thinh <em>et al </em>2010a,b)."
41643,Nomascus hainanus,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,HYLOBATIDAE,Nomascus,hainanus,,,,,"(Thomas, 1892)","Previously, <em>Nomascus hainanus</em> was variously considered either a species in its own right or as a subspecies of <em>N. concolor</em> or <em>N. nasutus</em>; it is here recognized as a distinct species based on molecular, vocalization and pelage differences (Geissmann <em>et al</em>. 2000; Mootnick 2006; Roos and Nadler 2005; Roos <em>et al</em>. 2007; Thinh <em>et al</em>. 2010, 2011)."
41642,Nomascus nasutus,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,HYLOBATIDAE,Nomascus,nasutus,,,,,"(Kunkel d'Herculais, 1884)","<p>                      </p><p><span class=""apple-style-span""><em><span lang=""PT"">Nomascus nasutus</em> has been variously considered either as a species in its own right (sometimes as conspecific with <span class=""apple-style-span""><em><span lang=""PT"">N. hainanus</span></em>), or as a subspecies of <span class=""apple-style-span""><em>N. concolor</em>; it is here recognized as a species distinct from <span class=""apple-style-span""><em><span lang=""PT"">N. hainanus</em> and <span class=""apple-style-span""><em>N. concolor</em>, based on differences in vocalizations and fur colouration as well as genetic evidence (Mootnick and Fan 2011; Van Ngoc Thinh <em>et al.</em> 2010, 2011; Feng <em>et al.</em> 2014).<span lang=""PT""></span></span></span></p>"
39872,Trachypithecus leucocephalus,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,leucocephalus,,,,,"Tan, 1955","Although closely related to, and for long considered to be a subspecies of <em>Trachypithecus poliocephalus</em> Trouessart, 1911 (see Groves 2001, 2005; Roos <em>et al</em>. 2007), Groves (2001) argued that it may be a distinct species, not least because of consistent differences in pelage colour patterns. Groves (2007) and Nadler (2013) considered it to be a full species (also Roos <em>et al</em>. 2014). <em>Trachypithecus leucocephalus </em>interbreeds with <em>T. francoisi</em> south and east of the Zuo River in Guangxi, China (Groves 2001).<em></em>"
19495,Rhinoceros sondaicus,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,RHINOCEROTIDAE,Rhinoceros,sondaicus,,,,,"Desmarest, 1822","There are three recognized subspecies: <em>Rhinoceros sondaicus sondaicus</em>, <em>Rhinoceros sondaicus annamiticus </em>(Extinct), and <em>Rhinoceros sondaicus inermis</em> (Extinct)."
18917624,Goniurosaurus araneus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,EUBLEPHARIDAE,Goniurosaurus,araneus,,,,,"Grismer, Viets &amp; Boyle, 1999",
18917676,Goniurosaurus bawanglingensis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,EUBLEPHARIDAE,Goniurosaurus,bawanglingensis,,,,,"Grismer, Haitao, Orlov &amp; Anajeva, 2002",
18917694,Goniurosaurus hainanensis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,EUBLEPHARIDAE,Goniurosaurus,hainanensis,,,,,"Barbour, 1908",
18917749,Goniurosaurus luii,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,EUBLEPHARIDAE,Goniurosaurus,luii,,,,,"Grismer, Viets &amp; Boyle, 1999",
18917797,Goniurosaurus yingdeensis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,EUBLEPHARIDAE,Goniurosaurus,yingdeensis,,,,,"Wang, Yang &amp; Cui, 2010",
12427,Lutrogale perspicillata,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Lutrogale,perspicillata,,,,,"(I. Geoffroy Saint-Hilaire, 1826)","The species was named as <em>Lutra perspicillata</em> by Geoffroy 1826 and as <em>Lutrogale perspicillata</em> by Gray 1865. Two subspecies were reported (Pocock 1941) (1) <em>L. p. perspicillata</em> - in northeast and southern India, Myanmar and Sumatra; and (2) <em>L. p. sindica</em> - in north and northwestern India and Pakistan. Another subspecies <em>L. p. maxwelli</em>, whose current status is uncertain, is reported from the marshes of southern Iraq (Mason and Macdonald 1986)."
12419,Lutra lutra,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Lutra,lutra,,,,,"(Linnaeus, 1758)","Twelve subspecies were recognised by&#160; Hung and Law (2016) &#160;(1) <em>L. l. angustifrons</em> in North Africa; (2) <em>L. l. aurobrunneus</em> in Garhwal Himalayas in northern India and higher altitudes in Nepal; (3) <em>L. l. barang</em> in southeast Asia (Thailand, Vietnam, Indonesia and Sumatra); (4) <em>L. l. chinensis</em> in southern China and Taiwan; (5) &#160;<em>L. l. hainana</em> in Hainan Island, China;<em> </em>(6) <em>L. l. kutab</em> in northern India (Kashmir); (7) <em>L. l. lutra</em> is the most widely distributed spanning from Portugal to South Korea ; (8) <em>L. l. meridionalis</em> in from Georgia through Armenia, Azerbaijan and Iran &#160;(9)&#160; <em>L. l. monticolus </em>&#160;in northern India (Punjab, Kumaon, Himachal Pradesh, Sikkim and Assam) Nepal, Bhutan and Myanmar; (10) &#160;<em>L. l. nair</em> in in southern India and Sri Lanka;&#160; (11) <em>L. l. seistanica</em> in Afghanistan, Eastern Iran, Kazakhstan, Uzbekistan, and Turkmenistan and (12) the Japanese <em>L. l. whiteleyi</em>, was considered a distinct species (<em>L. nippon</em>) by Suzuki <em>et al.</em> (1996)."
44166,Aonyx cinereus,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Aonyx,cinereus,,,,,"(Illiger, 1815)","The spelling of the species epithet in <em>Aonyx cinerea</em> (Illiger, 1815) was incorrect; the genus name '<em>Aonyx'</em> is masculine&#160;and hence the adjectival species name '<em>cinerea</em>' should be changed to have a masculine ending. The species is now correctly named as <em>A. cinereus&#160;</em>(Illiger, 1815).&#160;Also referred to as <em>Amblonyx cinereus</em> (Illiger, 1815), <em>Amblonyx concolor</em> Rafinesque, 1832 and <em>Amblonyx cinerea</em> Pocock 1941. Two subspecies were reported (Pocock 1941) (1) <em>A. c. concolor</em> in northeast India, Myanmar extending to Sumatra and (2) <em>A. c. nirnai</em> in the hill ranges of southern India (Hussain <em>et al.</em> 2011)."
19518,Rhinolophus hipposideros,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,hipposideros,,,,,"(Bechstein, 1800)",
19517,Rhinolophus ferrumequinum,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,ferrumequinum,,,,,"(Schreber, 1774)","Although Thomas (1997, unpublished thesis) found very high divergence in mitochondrial DNA sequences, Csorba <em>et al.</em>&#160;(2003) refrained from splitting Japanese Greater Horseshoe Bats (<em>Rhinolophus nippon</em>) from <em>R. ferrumequinum</em>. Several subspecies are identified over the range, of which two occur in the western Palaearctic: <em>R. f. creticus</em> (Crete) and <em>R. f. ferrumequinum</em> (rest of western Palaearctic range)."
136495,Myotis nipalensis,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,nipalensis,,,,,"(Dobson, 1871)",Formerly included in <em>Myotis mystacinus </em>(see Benda and Tsytsulina 2000)  <em>Myotis nipalensis</em> possibly represents a complex of several similar  species. Further studies are needed to clarify the taxonomic status of  populations currently allocated to this species (K. Tsytsulina pers.  comm. 2008).
19548,Rhinolophus luctus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,luctus,,,,,"Temminck, 1834","This species belongs to <em>trifoliatus</em> species group. Simmons (2005) inclusion of Sri Lanka in distribution is possibly based on taxon <em>sobrinus</em> Andersen, 1918, which is presently under <em>Rhinolophus beddomei</em> Andersen, 1905 (Srinivasulu pers. comm.)."
19547,Rhinolophus lepidus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,lepidus,,,,,"Blyth, 1844","This species belongs to <em>pusillus </em>species group. Earlier considered a  distinct species (Ellerman and Morrison-Scott 1951, Sinha 1973), the  taxon <em>monticola </em>Andersen, 1905, is now treated as subspecies of  <em>Rhinolophus lepidus </em>Blyth, 1844 (Hill and Yoshiyuki 1980, Das 1986,  Koopman 1993, Bates and Harrison 1997, Simmons 2005, Srinivasulu and  Srinivasulu 2012). The taxon <em>shortridgei </em>K. Andersen, 1918, was earlier  considered subspecies of <em>Rhinolophus lepidus</em> Blyth, 1844 (Hill and  Yoshiyuki 1980, Sinha 1980) is now considered a distinct species (Csorba  2002, Csorba <em>et al.</em> 2003, Simmons 2005). The taxon <em>refulgens  </em>Andersen, 1905 representing Peninsular Malaysian populations is  considered as a valid subspecies of <em>Rhinolophus lepidus </em>Blyth, 1844  (Simmons 2005)."
17601,Plecotus taivanus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Plecotus,taivanus,,,,,"Yoshiyuki, 1991",
19552,Rhinolophus marshalli,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,marshalli,,,,,"Thonglongya, 1973",
19550,Rhinolophus macrotis,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,macrotis,,,,,"Blyth, 1844","The mainland populations probably represent four to five distinct  species. The Philippine form of <em>R. macrotis</em> was initially described as a  separate species, <em>R. hirsutus</em> (Anderson, 1905), but was later subsumed  under <em>R. macrotis</em> by Tate (1943) but <em>hirsutus </em>and <em>siamensis </em>are  morphologically and genetically distinct (Guillen-Servent <em>et al.</em> in Csorba <em>et al.</em> 2003, Heaney and Ingle, 1992, Francis <em>et al.</em> 1999, Tu <em>et al.</em> 2017, Zhang <em>et al.</em>,  2018). According to the new evidences, the following subspecies are  recognized - <em>R.m. macrotis</em>, <em>R.m. siamensis</em>, <em>R.m. episcopus</em>,<em> R.m.  caldwelli</em>,<em> R.m. topali</em>, and <em>R.m. huananus</em> (Tu <em>et al.</em> 2017). Tu <em>et al.</em>  (2017) opine that <em>R. macrotis</em> s.s. may be endemic to the northeastern  part of the Indian subcontinent, and the forms representing <em>R. macrotis</em>  s.l. may represent a complex and further genetic and acoustic studies  are needed to ascertain affinities among the taxa in the group."
19522,Rhinolophus affinis,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,affinis,,,,,"Horsfield, 1823",<p>This species belongs to the <em>megaphyllus</em> species group.</p>
136445,Harpiola isodon,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Harpiola,isodon,,,,,"Kuo, Fang, Csorba &amp; Lee, 2006","Distinct from its only congeneric, <em>Harpiola grisea</em>, from India by dental features (Kuo <em>et al.</em> 2006) and probably also by craniodental dimensions (Kruskop <em>et al.</em> 2006)."
136429,Myotis laniger,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,laniger,,,,,"Peters, 1871",
136478,Hipposideros grandis,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,grandis,,,,,"G.M. Allen, 1936","<span lang=""EN-US"">This bat is a member of the <em>larvatus</em> species group. Previously, it was considered to be conspecific with <em>larvatus</em> but was regarded as a distinct species by Thabah <em>et al</em>. (2006), a view followed by Smith <em>et al.</em> (2008) and Kruskop (2013). However, the taxonomic status of this species still requires further clarification to distinguish it from other taxa in the “<em>larvatus</em> species complex” as well as to define its distributional range."
136644,Rhinolophus formosae,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,formosae,,,,,"Sanborn, 1939",
136651,Rhinolophus siamensis,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,siamensis,,,,,"Gyldenstolpe, 1917","Originally described as a subspecies of <em>R. macrotis</em> but proved to be a distinct species (see Francis 1999, Hendrichsen <em>et al.</em> 2001, Simmons 2005). This includes <em>huananus </em>(see Zhang <em>et al.</em> 2009, Zhang <em>et al.</em> 2018)."
19573,Rhinolophus thomasi,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,thomasi,,,,,"K. Andersen, 1905","Wang (2002) assigns Chinese material to the subspecies <i>R. t. latifolius</i>, but we follow Csorba <i>et al</i>. (2003) in relegating <i>latifolius</i> as a synonym of the nominate form."
19574,Rhinolophus trifoliatus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,trifoliatus,,,,,"Temminck, 1834","This species belongs to <em>trifoliatus </em>species group. Earlier included  <em>Rhinolophus mitratus</em> Blyth, 1844 (Ellerman and Morrison-Scott 1951), now  considered distinct (Bates and Harrison 1997, Simmons 2005)."
19576,Rhinolophus yunanensis,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,yunanensis,,,,,"Dobson, 1872","This species belongs to <i>pearsonii</i> species group. Earlier a synonym of <i>Rhinolophus pearsonii </i>Horsfield, 1851 (Ellerman and Morrison-Scott 1951), now treated as distinct (Hill 1986, Hinton and Lindsay 1926, Lekagul and McNeely 1977, Corbet and Hill 1992, Koopman 1993, Bates and Harrison 1997, Simmons 2005) (Srinivasulu <i>et al.</i> in press)."
19570,Rhinolophus subbadius,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,subbadius,,,,,"Blyth, 1844","This species belongs to <em>pusillus </em>species group. Bates and Harrison  (1997) suggest that the holotype of this taxon is missing and the forms  representing <em>garoensis </em>Dobson, 1872 correspond to that of <em>Rhinolophus  pusillus </em>Temminck, 1834. The taxonomic status needs to be re-evaluated  (Srinivasulu and Srinivasulu 2012)."
19557,Rhinolophus osgoodi,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,osgoodi,,,,,"Sanborn, 1939","<em>Rhinolophus osgoodi</em> was considered to be conspecific with <em>R. lepidus </em>and  belong to <em>pusillus</em> species group (Simmons 2005). Call frequency  recorded for<em> R. osgoodi </em>(95.2&#160;kHz) is close to that reported in Francis  and Habersetzer (1998) for <em>R. lepidus</em> (98&#160;kHz) in Malaysia. However,  this species is different from the species from the <em>pusillus </em>species  group in genetics (unpublished data) and some phenotypic characters,  such as the higher anterior swellings and long palatal bridge, which  suggested a different taxonomic position (unpublished data, Csorba pers.  Comm.)."
19559,Rhinolophus pearsonii,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,pearsonii,,,,,"Horsfield, 1851","This species belongs to <i>pearsonii</i> species group. Earlier considered similar to <i>Rhinolophus yunanensis</i> Dobson, 1872 (Andersen 1905, Tate and Archbold 1939, Tate 1943, Ellerman and Morrison-Scott 1951), now treated as distinct (Hill 1986, Yoshiyuki 1990, Simmons 2005) (Srinivasulu <i>et al.</i> in press)."
10755,Ia io,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Ia,io,,,,,"Thomas, 1902","Earlier treated as subgenus of <em>Pipistrellus </em>Kaup, 1829 (Ellerman and  Morrison-Scott 1951), upgraded to the generic status (Topál 1970a,  Corbet and Hill 1992, Koopman 1993, Bates and Harrison 1997, Csorba  1998, Simmons 2005, Srinivasulu and Srinivasulu 2012)."
136553,Myotis aurascens,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,aurascens,,,,,"Kuzyakin, 1935",Formerly included in <i>Myotis mystacinus</i>; it was differentiated on the basis of morphology (Benda and Tsytsulina 2000).
19562,Rhinolophus rex,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,rex,,,,,"G.M. Allen, 1923","This species is possibly conspecific with <em>Rhinolophus paradoxolophus</em> (Corbet and Hill 1992). Zhang <em>et al.</em>  (2009) also referred that <em>R. paradoxolophus</em> may represents a subspecies  of <em>R. rex</em>. Until recently, phylogenies, genetic and phenotypic  divergence, and species delimitation analyses supported the revised  status of <em>R. paradoxolophus</em> as a subspecies of <em>R. rex</em> (Zhang <em>et al.</em> 2018)."
85707059,Rhinolophus pusillus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,pusillus,,,,,"Temminck, 1834",This is a new taxonomic concept for <em>R. pusillus</em>. Previously it included  also <em>R. pusillus monoceros</em> and <em>R. pusillus</em> cornutus now raised to  species level (Wu <em>et al.</em> 2012).
99712630,Murina harrisoni,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Murina,harrisoni,,,,,"Csorba &amp; Bates, 2005","Vietnamese populations of the species were formerly regarded as represent a separate species,&#160;<em>Murina tiensa</em>, but recent genetic (Francis and Eger 2012), morphological and morphometric studies (Son&#160;<em>et al.</em>&#160;2015) showed that – although two distinct genetic clades are present – they are conspecific. The observed morphological differences which were once thought to be diagnostic to separate the two species are intraspecific variations and are due to the strong sexual dimorphism."
136560,Hypsugo alaschanicus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Hypsugo,alaschanicus,,,,,"Bobrinskii, 1926","The genus <em>Hypsugo </em>for decades was considered within <em>Pipistrellus </em>(e.g.  Koopman 1994), its status was approved morphologically (Horacek, Hanak,  1985-1986) and karyologically (Volleth, Heller, 1994), molecular data  have shown the <em>Hypsugo </em>and <em>Pipistrellus </em>are not closely related (Roehrs <em>et al.</em>  2010). This species was previously listed as a subspecies of <em>H. savii</em>.  The taxonomic status of the synonym <em>coreensis </em>requires further  investigation, Horácek <em>et al.</em> (2000) suggested that it represented a subspecies, while Yoshiyuki (1989) treated it as a distinct species."
136598,Plecotus ognevi,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Plecotus,ognevi,,,,,"Kishida, 1927","In XX century was treated as a part of <em>P. auritus </em>and was known under  the name <em>P. a. sacrimontis </em>G. Allen, 1908 (Strelkov, 1988, Tiunov,  1997). This taxon was elevated to species level and divided from <em>P.  sacrimontis</em> by Spitzenberger <em>et al.</em> (2006). Border between <em>P.  ognevi</em> and <em>P. sacrimontis</em> is not clear, e.g. population from Kuril  Islands is allocated to <em>P. ognevi </em>by Spitzenberger <em>et al.</em> (2006) and to<em> P. sacrimontis</em> by Fukui (2015)."
19754,Rousettus amplexicaudatus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Rousettus,amplexicaudatus,,,,,"(É. Geoffroy Saint-Hilaire, 1810)","This species, as currently defined, probably includes several undescribed, ""cryptic"" species in the Moluccas (K. Helgen in litt.). On the mainland the separation of the species from <i>R. leschenaultii</i> is sometimes problematic, the two species occur sympatrically."
136250,Myotis davidii,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,davidii,,,,,"Peters, 1869",Previously included as a subspecies of <i>Myotis mystacinus</i>.
41531,Eptesicus gobiensis,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,gobiensis,,,,,"Bobrinskii, 1926","Based on morphological and molecular evidence, it is suggested that <em>E. gobiensis</em> includes two susbspecies – <em>E. g. gobiensis</em> (including <em>centralasiaticus </em>Bobrinskii, 1926; <em>kashgaricus</em> Bobrinskii, 1926) and <em>E. g.</em> <em>bobrinskoi </em>(Artyushin <em>et al. </em>2012). Is sometime considered conspecific with <em>E. nilssoni</em>."
