Species,Aquatic,Herbivorous,Nocturnal,Scansorial,Fossorial,Large,Terrestrial,Archetype,Archetype_without_mass,Archetype_without_activity
Rondonops biscutatus,0,0,0,0,0,0.211,0.789,Terrestrial,Terrestrial,Terrestrial
Rondonops xanthomystax,0,0,0,0,0,0.215,0.785,Terrestrial,Terrestrial,Terrestrial
Saara asmussi,0,0.446,0,0,0,0.539,0.016,Large,Herbivorous,Herbivorous
Saara hardwickii,0,0.452,0,0,0,0.518,0.03,Large,Herbivorous,Herbivorous
Saara loricata,0,0.44,0,0,0,0.559,0.001,Large,Herbivorous,Herbivorous
Saiphos equalis,0,0,0.025,0,0.95,0.025,0,Fossorial,Fossorial,Fossorial
Salea anamallayana,0.004,0,0.017,0.743,0,0.237,0,Scansorial,Scansorial,Scansorial
Salea horsfieldii,0.003,0,0.014,0.792,0,0.192,0,Scansorial,Scansorial,Scansorial
Saltuarius cornutus,0,0,0.861,0,0,0.139,0,Nocturnal,Nocturnal,Scansorial
Saltuarius eximius,0,0,0.921,0,0,0.079,0,Nocturnal,Nocturnal,Scansorial
Saltuarius kateae,0,0,0.939,0,0,0.061,0,Nocturnal,Nocturnal,Scansorial
Saltuarius moritzi,0,0,0.941,0,0,0.059,0,Nocturnal,Nocturnal,Scansorial
Saltuarius salebrosus,0,0,0.883,0,0,0.116,0,Nocturnal,Nocturnal,Scansorial
Saltuarius swaini,0,0,0.896,0,0,0.104,0,Nocturnal,Nocturnal,Scansorial
Saltuarius wyberba,0,0,0.941,0,0,0.059,0,Nocturnal,Nocturnal,Scansorial
Salvator merianae,0,0.301,0,0,0,0.699,0,Large,Herbivorous,Large
Salvator rufescens,0,0.247,0,0,0,0.753,0,Large,Herbivorous,Large
Saproscincus challengeri,0,0,0,0,0,0.155,0.845,Terrestrial,Terrestrial,Terrestrial
Saproscincus mustelinus,0,0,0,0,0,0.188,0.812,Terrestrial,Terrestrial,Terrestrial
Saproscincus rosei,0,0,0,0,0,0.192,0.808,Terrestrial,Terrestrial,Terrestrial
Saproscincus spectabilis,0,0,0.001,0.983,0,0.015,0,Scansorial,Scansorial,Scansorial
Saurodactylus brosseti,0,0,0,0.012,0,0.024,0.965,Terrestrial,Terrestrial,Terrestrial
Saurodactylus fasciatus,0,0,0.382,0,0,0,0.618,Terrestrial,Nocturnal,Terrestrial
Saurodactylus mauritanicus,0,0,0,0.005,0,0.048,0.947,Terrestrial,Terrestrial,Terrestrial
Sauromalus ater,0,0.574,0,0,0,0.426,0,Herbivorous,Herbivorous,Herbivorous
Sauromalus hispidus,0,0.489,0,0,0,0.51,0,Large,Herbivorous,Herbivorous
Sauromalus klauberi,0,0.619,0,0,0,0.381,0,Herbivorous,Herbivorous,Herbivorous
Sauromalus slevini,0,0.554,0,0,0,0.446,0,Herbivorous,Herbivorous,Herbivorous
Sauromalus varius,0,0.473,0,0,0,0.527,0,Large,Herbivorous,Herbivorous
Scelarcis perspicillata,0,0,0.002,0.965,0,0.032,0,Scansorial,Scansorial,Scansorial
Sceloporus adleri,0.002,0,0.009,0.861,0,0.128,0,Scansorial,Scansorial,Scansorial
Sceloporus aeneus,0,0.562,0,0,0,0.135,0.303,Herbivorous,Herbivorous,Herbivorous
Sceloporus albiventris,0.003,0,0.015,0.775,0,0.207,0,Scansorial,Scansorial,Scansorial
Sceloporus angustus,0,0.559,0.342,0,0,0.099,0,Herbivorous,Herbivorous,Herbivorous
Sceloporus arenicolus,0,0,0,0,0,0.26,0.74,Terrestrial,Terrestrial,Terrestrial
Sceloporus bicanthalis,0,0,0,0,0,0.232,0.767,Terrestrial,Terrestrial,Terrestrial
Sceloporus bimaculosus,0,0,0,0,0,0.416,0.584,Terrestrial,Terrestrial,Terrestrial
Sceloporus cautus,0,0,0,0,0,0.314,0.686,Terrestrial,Terrestrial,Terrestrial
Sceloporus chrysostictus,0,0,0,0,0,0.232,0.767,Terrestrial,Terrestrial,Terrestrial
Sceloporus clarkii,0,0.736,0,0,0,0.264,0,Herbivorous,Herbivorous,Herbivorous
Sceloporus consobrinus,0,0,0,0,0,0.287,0.713,Terrestrial,Terrestrial,Terrestrial
Sceloporus couchii,0.001,0,0.007,0.9,0,0.092,0,Scansorial,Scansorial,Scansorial
Sceloporus cowlesi,0.002,0,0.01,0.84,0,0.147,0,Scansorial,Scansorial,Scansorial
Sceloporus cozumelae,0,0,0,0,0,0.227,0.773,Terrestrial,Terrestrial,Terrestrial
Sceloporus cyanogenys,0.005,0,0.021,0.676,0,0.298,0,Scansorial,Scansorial,Scansorial
Sceloporus cyanostictus,0.002,0,0.011,0.838,0,0.149,0,Scansorial,Scansorial,Scansorial
Sceloporus dugesii,0,0,0,0,0,0.312,0.688,Terrestrial,Terrestrial,Terrestrial
Sceloporus exsul,0,0,0,0,0,0.244,0.756,Terrestrial,Terrestrial,Terrestrial
Sceloporus gadoviae,0.002,0,0.01,0.854,0,0.134,0,Scansorial,Scansorial,Scansorial
Sceloporus graciosus,0.003,0,0.012,0.812,0,0.173,0,Scansorial,Scansorial,Scansorial
Sceloporus grammicus,0.002,0,0.011,0.838,0,0.149,0,Scansorial,Scansorial,Scansorial
Sceloporus grandaevus,0,0.871,0,0,0,0.129,0,Herbivorous,Herbivorous,Herbivorous
Sceloporus horridus,0.004,0,0.017,0.736,0,0.243,0,Scansorial,Scansorial,Scansorial
Sceloporus hunsakeri,0,0,0.943,0,0,0.057,0,Nocturnal,Nocturnal,Scansorial
Sceloporus jalapae,0,0,0,0,0,0.232,0.767,Terrestrial,Terrestrial,Terrestrial
Sceloporus jarrovii,0.003,0,0.015,0.764,0,0.217,0,Scansorial,Scansorial,Scansorial
Sceloporus licki,0.003,0,0.013,0.796,0,0.188,0,Scansorial,Scansorial,Scansorial
Sceloporus lundelli,0.003,0,0.014,0.78,0,0.203,0,Scansorial,Scansorial,Scansorial
Sceloporus macdougalli,0.002,0,0.012,0.822,0,0.164,0,Scansorial,Scansorial,Scansorial
Sceloporus magister,0.004,0,0.021,0.685,0,0.29,0,Scansorial,Scansorial,Scansorial
Sceloporus malachiticus,0.003,0,0.014,0.785,0,0.198,0,Scansorial,Scansorial,Scansorial
Sceloporus megalepidurus,0.001,0,0.004,0.942,0,0.054,0,Scansorial,Scansorial,Scansorial
Sceloporus merriami,0.002,0,0.007,0.891,0,0.1,0,Scansorial,Scansorial,Scansorial
Sceloporus minor,0,0.853,0,0,0,0.147,0,Herbivorous,Herbivorous,Herbivorous
Sceloporus mucronatus,0,0.79,0,0,0,0.21,0,Herbivorous,Herbivorous,Herbivorous
Sceloporus nelsoni,0.002,0,0.008,0.884,0,0.107,0,Scansorial,Scansorial,Scansorial
Sceloporus occidentalis,0.003,0,0.014,0.782,0,0.2,0,Scansorial,Scansorial,Scansorial
Sceloporus olivaceus,0.004,0,0.018,0.722,0,0.256,0,Scansorial,Scansorial,Scansorial
Sceloporus orcutti,0.004,0,0.017,0.738,0,0.241,0,Scansorial,Scansorial,Scansorial
Sceloporus parvus,0,0,0,0,0,0.19,0.81,Terrestrial,Terrestrial,Terrestrial
Sceloporus poinsettii,0,0.746,0,0,0,0.254,0,Herbivorous,Herbivorous,Herbivorous
Sceloporus pyrocephalus,0.002,0,0.009,0.859,0,0.13,0,Scansorial,Scansorial,Scansorial
Sceloporus samcolemani,0,0,0,0,0,0.229,0.771,Terrestrial,Terrestrial,Terrestrial
Sceloporus scalaris,0,0,0,0,0,0.285,0.715,Terrestrial,Terrestrial,Terrestrial
Sceloporus serrifer,0.004,0,0.016,0.748,0,0.232,0,Scansorial,Scansorial,Scansorial
Sceloporus siniferus,0,0.551,0,0,0,0.174,0.275,Herbivorous,Herbivorous,Herbivorous
Sceloporus slevini,0,0,0,0,0,0.26,0.74,Terrestrial,Terrestrial,Terrestrial
Sceloporus spinosus,0.004,0,0.018,0.718,0,0.26,0,Scansorial,Scansorial,Scansorial
Sceloporus squamosus,0.001,0,0.005,0.921,0,0.073,0,Scansorial,Scansorial,Scansorial
Sceloporus stejnegeri,0.003,0,0.013,0.796,0,0.188,0,Scansorial,Scansorial,Scansorial
Sceloporus teapensis,0.002,0,0.008,0.877,0,0.113,0,Scansorial,Scansorial,Scansorial
Sceloporus torquatus,0,0.74,0,0,0,0.26,0,Herbivorous,Herbivorous,Herbivorous
Sceloporus tristichus,0.003,0,0.013,0.794,0,0.19,0,Scansorial,Scansorial,Scansorial
Sceloporus undulatus,0.003,0,0.013,0.805,0,0.179,0,Scansorial,Scansorial,Scansorial
Sceloporus uniformis,0.004,0,0.02,0.69,0,0.285,0,Scansorial,Scansorial,Scansorial
Sceloporus utiformis,0.002,0,0.011,0.826,0,0.16,0,Scansorial,Scansorial,Scansorial
Sceloporus variabilis,0.002,0,0.01,0.849,0,0.139,0,Scansorial,Scansorial,Scansorial
Sceloporus virgatus,0.002,0,0.008,0.872,0,0.117,0,Scansorial,Scansorial,Scansorial
Sceloporus woodi,0,0,0,0,0,0.244,0.756,Terrestrial,Terrestrial,Terrestrial
Sceloporus zosteromus,0,0,0.846,0,0,0.154,0,Nocturnal,Nocturnal,Scansorial
Scelotes limpopoensis,0,0,0,0.082,0.868,0.049,0,Fossorial,Fossorial,Fossorial
Scincella assatus,0,0,0,0,0,0.146,0.854,Terrestrial,Terrestrial,Terrestrial
Scincella cherriei,0,0,0,0,0,0.204,0.796,Terrestrial,Terrestrial,Terrestrial
Scincella devorator,0,0,0.001,0.981,0,0.017,0,Scansorial,Scansorial,Scansorial
Scincella doriae,0,0,0,0,0,0.165,0.835,Terrestrial,Terrestrial,Terrestrial
Scincella huanrenensis,0,0,0,0,0,0.178,0.822,Terrestrial,Terrestrial,Terrestrial
Scincella lateralis,0,0,0,0,0,0.165,0.835,Terrestrial,Terrestrial,Terrestrial
Scincella reevesii,0,0,0,0,0,0.171,0.829,Terrestrial,Terrestrial,Terrestrial
Scincella rufocaudatus,0,0,0,0,0,0.126,0.874,Terrestrial,Terrestrial,Terrestrial
Scincella silvicola,0,0,0,0.995,0,0.005,0,Scansorial,Scansorial,Scansorial
Scincella vandenburghi,0,0,0,0,0,0.14,0.86,Terrestrial,Terrestrial,Terrestrial
Scincopus fasciatus,0,0,0,0,0.716,0.284,0,Fossorial,Fossorial,Fossorial
Scincus albifasciatus,0,0.225,0,0,0.584,0.191,0,Fossorial,Fossorial,Fossorial
Scincus mitranus,0,0.221,0,0,0.582,0.197,0,Fossorial,Fossorial,Fossorial
Scincus scincus,0,0.101,0,0,0.695,0.204,0,Fossorial,Fossorial,Fossorial
Scriptosaura catimbau,0,0,0,0.049,0.881,0,0.07,Fossorial,Fossorial,Fossorial
Sepsophis punctatus,0,0,0,0,0.85,0.15,0,Fossorial,Fossorial,Fossorial
Shinisaurus crocodilurus,0.995,0,0,0.005,0,0,0,Aquatic,Aquatic,Aquatic
Sigaloseps deplanchei,0,0,0,0,0,0.097,0.903,Terrestrial,Terrestrial,Terrestrial
Silvascincus murrayi,0.003,0,0.013,0.794,0,0.19,0,Scansorial,Scansorial,Scansorial
Sitana bahiri,0,0,0,0,0,0.165,0.835,Terrestrial,Terrestrial,Terrestrial
Sitana devakai,0,0,0,0,0,0.142,0.858,Terrestrial,Terrestrial,Terrestrial
Sitana fusca,0,0,0,0,0,0.153,0.847,Terrestrial,Terrestrial,Terrestrial
Sitana ponticeriana,0,0.542,0,0,0,0.203,0.254,Herbivorous,Herbivorous,Herbivorous
Sitana schleichi,0,0,0,0,0,0.103,0.897,Terrestrial,Terrestrial,Terrestrial
Sitana sivalensis,0,0,0,0.969,0.002,0,0.029,Scansorial,Scansorial,Scansorial
Smaug breyeri,0.005,0,0.022,0.662,0,0.311,0,Scansorial,Scansorial,Scansorial
Smaug giganteus,0,0,0,0,0,0.565,0.435,Large,Terrestrial,Large
Smaug regius,0.005,0,0.022,0.662,0,0.311,0,Scansorial,Scansorial,Scansorial
Smaug vandami,0.005,0,0.022,0.662,0,0.311,0,Scansorial,Scansorial,Scansorial
Smaug warreni,0.005,0,0.024,0.639,0,0.332,0,Scansorial,Scansorial,Scansorial
Sphaerodactylus altavelensis,0,0,0,0.016,0,0.007,0.976,Terrestrial,Terrestrial,Terrestrial
Sphaerodactylus argus,0,0,0,0.845,0.009,0,0.146,Scansorial,Scansorial,Scansorial
Sphaerodactylus becki,0,0,0.701,0,0.057,0,0.242,Nocturnal,Nocturnal,Scansorial
Sphaerodactylus cinereus,0,0,0.759,0,0.046,0,0.195,Nocturnal,Nocturnal,Scansorial
Sphaerodactylus clenchi,0,0,0,0.005,0,0.048,0.947,Terrestrial,Terrestrial,Terrestrial
Sphaerodactylus cochranae,0,0,0.691,0,0.059,0,0.25,Nocturnal,Nocturnal,Scansorial
Sphaerodactylus corticola,0,0,0.39,0,0,0,0.61,Terrestrial,Nocturnal,Terrestrial
Sphaerodactylus cryphius,0,0,0.231,0,0,0,0.769,Terrestrial,Nocturnal,Terrestrial
Sphaerodactylus darlingtoni,0,0,0,0.016,0,0.007,0.976,Terrestrial,Terrestrial,Terrestrial
Sphaerodactylus difficilis,0,0,0,0.855,0.008,0,0.137,Scansorial,Scansorial,Scansorial
Sphaerodactylus elegans,0,0,0.776,0,0.043,0,0.181,Nocturnal,Nocturnal,Scansorial
Sphaerodactylus elegantulus,0,0,0.309,0,0,0,0.691,Terrestrial,Nocturnal,Terrestrial
Sphaerodactylus fantasticus,0,0,0,0.016,0,0.007,0.976,Terrestrial,Terrestrial,Terrestrial
Sphaerodactylus gaigeae,0,0,0,0,0,0,1,Terrestrial,Terrestrial,Terrestrial
Sphaerodactylus glaucus,0,0,0.701,0,0.057,0,0.242,Nocturnal,Nocturnal,Scansorial
Sphaerodactylus graptolaemus,0,0,0.711,0,0.056,0,0.233,Nocturnal,Nocturnal,Scansorial
Sphaerodactylus guanajae,0,0,0,0,0,0,1,Terrestrial,Terrestrial,Terrestrial
Sphaerodactylus homolepis,0,0,0,0.845,0.009,0,0.146,Scansorial,Scansorial,Scansorial
Sphaerodactylus inaguae,0,0,0.681,0,0.061,0,0.258,Nocturnal,Nocturnal,Scansorial
Sphaerodactylus kirbyi,0,0,0,0.016,0,0.007,0.976,Terrestrial,Terrestrial,Terrestrial
Sphaerodactylus klauberi,0,0,0,0,0,0.07,0.93,Terrestrial,Terrestrial,Terrestrial
Sphaerodactylus ladae,0,0,0.287,0,0,0,0.713,Terrestrial,Nocturnal,Terrestrial
Sphaerodactylus leonardovaldesi,0,0,0,0.016,0,0.007,0.976,Terrestrial,Terrestrial,Terrestrial
Sphaerodactylus leucaster,0,0,0.326,0,0,0,0.674,Terrestrial,Nocturnal,Terrestrial
Sphaerodactylus levinsi,0,0,0,0.015,0,0,0.985,Terrestrial,Terrestrial,Terrestrial
Sphaerodactylus lineolatus,0,0,0,0.834,0.009,0,0.156,Scansorial,Scansorial,Scansorial
Sphaerodactylus macrolepis,0,0,0,0.003,0,0.056,0.941,Terrestrial,Terrestrial,Terrestrial
Sphaerodactylus millepunctatus,0,0,0,0.868,0.007,0,0.124,Scansorial,Scansorial,Scansorial
Sphaerodactylus molei,0,0,0,0.79,0.012,0,0.198,Scansorial,Scansorial,Scansorial
Sphaerodactylus monensis,0,0,0,0.014,0,0.016,0.97,Terrestrial,Terrestrial,Terrestrial
Sphaerodactylus nicholsi,0,0,0.266,0,0,0,0.734,Terrestrial,Nocturnal,Terrestrial
Sphaerodactylus notatus,0,0,0,0.005,0,0.048,0.947,Terrestrial,Terrestrial,Terrestrial
Sphaerodactylus pacificus,0,0,0.447,0,0,0.005,0.548,Terrestrial,Nocturnal,Terrestrial
Sphaerodactylus parkeri,0,0,0.741,0,0.05,0,0.209,Nocturnal,Nocturnal,Scansorial
Sphaerodactylus parvus,0,0,0.255,0,0,0,0.745,Terrestrial,Nocturnal,Terrestrial
Sphaerodactylus plummeri,0,0,0,0,0,0,1,Terrestrial,Terrestrial,Terrestrial
Sphaerodactylus richardsonii,0,0,0,0,0,0.09,0.91,Terrestrial,Terrestrial,Terrestrial
Sphaerodactylus roosevelti,0,0,0.776,0,0.043,0,0.181,Nocturnal,Nocturnal,Scansorial
Sphaerodactylus rosaurae,0,0,0,0.902,0.006,0,0.093,Scansorial,Scansorial,Scansorial
Sphaerodactylus sabanus,0,0,0.317,0,0,0,0.683,Terrestrial,Nocturnal,Terrestrial
Sphaerodactylus savagei,0,0,0.721,0,0.054,0,0.225,Nocturnal,Nocturnal,Scansorial
Sphaerodactylus sommeri,0,0,0.36,0,0,0,0.64,Terrestrial,Nocturnal,Terrestrial
Sphaerodactylus sputator,0,0,0.397,0,0,0,0.603,Terrestrial,Nocturnal,Terrestrial
Sphaerodactylus torrei,0,0,0,0.902,0.006,0,0.093,Scansorial,Scansorial,Scansorial
Sphaerodactylus townsendi,0,0,0,0.014,0,0.016,0.97,Terrestrial,Terrestrial,Terrestrial
Sphaerodactylus vincenti,0,0,0.784,0,0.042,0,0.175,Nocturnal,Nocturnal,Scansorial
Sphenodon punctatus,0,0,0.415,0,0,0.506,0.079,Large,Nocturnal,Large
Sphenomorphus bignelli,0,0,0,0.012,0,0.022,0.966,Terrestrial,Terrestrial,Terrestrial
Sphenomorphus buenloicus,0,0,0,0,0,0.155,0.845,Terrestrial,Terrestrial,Terrestrial
Sphenomorphus concinnatus,0,0,0,0,0,0.211,0.789,Terrestrial,Terrestrial,Terrestrial
Sphenomorphus courcyanum,0,0,0,0,0,0.086,0.914,Terrestrial,Terrestrial,Terrestrial
Sphenomorphus dussumieri,0.001,0,0.002,0.963,0,0.034,0,Scansorial,Scansorial,Scansorial
Sphenomorphus incognitus,0.966,0,0,0,0,0,0.034,Aquatic,Aquatic,Aquatic
Sphenomorphus indicus,0,0,0,0,0,0.321,0.679,Terrestrial,Terrestrial,Terrestrial
Sphenomorphus jobiensis,0,0,0.433,0,0,0.217,0.349,Nocturnal,Nocturnal,Terrestrial
Sphenomorphus kinabaluensis,0,0,0,0,0,0.165,0.835,Terrestrial,Terrestrial,Terrestrial
Sphenomorphus lineopunctulatus,0,0,0,0,0,0.261,0.738,Terrestrial,Terrestrial,Terrestrial
Sphenomorphus maculatus,0,0,0,0,0,0.211,0.789,Terrestrial,Terrestrial,Terrestrial
Sphenomorphus multisquamatus,0,0,0,0,0,0.223,0.777,Terrestrial,Terrestrial,Terrestrial
Sphenomorphus sabanus,0,0,0.001,0.983,0,0.015,0,Scansorial,Scansorial,Scansorial
Sphenomorphus scotophilus,0.001,0,0.004,0.935,0,0.06,0,Scansorial,Scansorial,Scansorial
Sphenomorphus solomonis,0,0,0,0,0.916,0.084,0,Fossorial,Fossorial,Fossorial
Sphenomorphus stellatus,0.002,0,0.007,0.891,0,0.1,0,Scansorial,Scansorial,Scansorial
Sphenomorphus woodfordi,0,0,0,0,0,0.358,0.642,Terrestrial,Terrestrial,Terrestrial
Spondylurus fulgidus,0.002,0,0.008,0.872,0,0.117,0,Scansorial,Scansorial,Scansorial
Spondylurus sloanii,0,0.857,0,0,0,0.143,0,Herbivorous,Herbivorous,Herbivorous
Stellagama stellio,0,0.615,0,0,0,0.385,0,Herbivorous,Herbivorous,Herbivorous
Stenocercus albolineatus,0,0,0,0,0,0.333,0.667,Terrestrial,Terrestrial,Terrestrial
Stenocercus azureus,0,0,0,0,0,0.308,0.692,Terrestrial,Terrestrial,Terrestrial
Stenocercus bolivarensis,0.003,0,0.013,0.796,0,0.188,0,Scansorial,Scansorial,Scansorial
Stenocercus caducus,0.003,0,0.014,0.787,0,0.196,0,Scansorial,Scansorial,Scansorial
Stenocercus doellojuradoi,0,0,0,0,0,0.3,0.7,Terrestrial,Terrestrial,Terrestrial
Stenocercus dumerilii,0,0,0,0,0,0.377,0.623,Terrestrial,Terrestrial,Terrestrial
Stenocercus roseiventris,0.003,0,0.015,0.764,0,0.217,0,Scansorial,Scansorial,Scansorial
Stenocercus trachycephalus,0,0,0,0,0,0.327,0.673,Terrestrial,Terrestrial,Terrestrial
Stenocercus varius,0.003,0,0.012,0.812,0,0.173,0,Scansorial,Scansorial,Scansorial
Stenodactylus affinis,0,0,0.445,0,0,0.046,0.509,Terrestrial,Nocturnal,Terrestrial
Stenodactylus arabicus,0,0,0.406,0,0,0,0.594,Terrestrial,Nocturnal,Terrestrial
Stenodactylus doriae,0,0,0.44,0,0,0.123,0.438,Nocturnal,Nocturnal,Terrestrial
Stenodactylus grandiceps,0,0,0.445,0,0,0.034,0.52,Terrestrial,Nocturnal,Terrestrial
Stenodactylus leptocosymbotes,0,0,0.44,0,0,0.113,0.447,Terrestrial,Nocturnal,Terrestrial
Stenodactylus mauritanicus,0,0,0.311,0,0,0,0.689,Terrestrial,Nocturnal,Terrestrial
Stenodactylus petrii,0,0,0.442,0,0,0.085,0.472,Terrestrial,Nocturnal,Terrestrial
Stenodactylus pulcher,0,0,0.447,0,0,0.003,0.55,Terrestrial,Nocturnal,Terrestrial
Stenodactylus sharqiyahensis,0,0,0.358,0,0,0,0.642,Terrestrial,Nocturnal,Terrestrial
Stenodactylus slevini,0,0,0.439,0,0,0.137,0.425,Nocturnal,Nocturnal,Terrestrial
Stenodactylus sthenodactylus,0,0,0.445,0,0,0.046,0.509,Terrestrial,Nocturnal,Terrestrial
Stenodactylus yemenensis,0,0,0.445,0,0,0.046,0.509,Terrestrial,Nocturnal,Terrestrial
Strobilurus torquatus,0.003,0,0.016,0.75,0,0.23,0,Scansorial,Scansorial,Scansorial
Strophurus assimilis,0,0.628,0.372,0,0,0,0,Herbivorous,Herbivorous,Herbivorous
Strophurus ciliaris,0,0,0.978,0,0,0.022,0,Nocturnal,Nocturnal,Scansorial
Strophurus elderi,0,0,0.839,0,0.031,0,0.13,Nocturnal,Nocturnal,Scansorial
Strophurus intermedius,0,0,0.986,0,0.003,0,0.011,Nocturnal,Nocturnal,Scansorial
Strophurus jeanae,0,0,0.831,0,0.032,0,0.136,Nocturnal,Nocturnal,Scansorial
Strophurus krisalys,0,0,0.971,0,0.005,0,0.023,Nocturnal,Nocturnal,Scansorial
Strophurus mcmillani,0,0,0.851,0,0.029,0,0.12,Nocturnal,Nocturnal,Scansorial
Strophurus michaelseni,0,0,0.924,0,0.015,0,0.061,Nocturnal,Nocturnal,Scansorial
Strophurus rankini,0,0,0.909,0,0.017,0,0.074,Nocturnal,Nocturnal,Scansorial
Strophurus robinsoni,0,0,0.869,0,0.025,0,0.106,Nocturnal,Nocturnal,Scansorial
Strophurus spinigerus,0,0.626,0.374,0,0,0,0,Herbivorous,Herbivorous,Herbivorous
Strophurus strophurus,0,0,0.971,0,0.005,0,0.023,Nocturnal,Nocturnal,Scansorial
Strophurus taeniatus,0,0,0.831,0,0.032,0,0.136,Nocturnal,Nocturnal,Scansorial
Strophurus taenicauda,0,0,0.959,0,0.008,0,0.033,Nocturnal,Nocturnal,Scansorial
Strophurus wellingtonae,0,0,0.995,0,0,0.005,0,Nocturnal,Nocturnal,Scansorial
Strophurus williamsi,0,0,0.944,0,0.011,0,0.045,Nocturnal,Nocturnal,Scansorial
Strophurus wilsoni,0,0,0.891,0,0.021,0,0.088,Nocturnal,Nocturnal,Scansorial
Takydromus amurensis,0,0,0,0,0,0.258,0.742,Terrestrial,Terrestrial,Terrestrial
Takydromus formosanus,0,0,0,0,0,0.204,0.796,Terrestrial,Terrestrial,Terrestrial
Takydromus haughtonianus,0,0,0,0,0,0.186,0.814,Terrestrial,Terrestrial,Terrestrial
Takydromus khasiensis,0,0,0,0,0,0.242,0.758,Terrestrial,Terrestrial,Terrestrial
Takydromus kuehnei,0.001,0,0.003,0.958,0,0.039,0,Scansorial,Scansorial,Scansorial
Takydromus sauteri,0.002,0,0.007,0.891,0,0.1,0,Scansorial,Scansorial,Scansorial
Takydromus septentrionalis,0.002,0,0.008,0.879,0,0.111,0,Scansorial,Scansorial,Scansorial
Takydromus sexlineatus,0.001,0,0.005,0.919,0,0.075,0,Scansorial,Scansorial,Scansorial
Takydromus sylvaticus,0,0,0.002,0.974,0,0.024,0,Scansorial,Scansorial,Scansorial
Takydromus tachydromoides,0,0,0,0,0,0.225,0.775,Terrestrial,Terrestrial,Terrestrial
Takydromus wolteri,0.001,0,0.004,0.935,0,0.06,0,Scansorial,Scansorial,Scansorial
Tarentola angustimentalis,0,0,0.439,0,0,0.135,0.427,Nocturnal,Nocturnal,Terrestrial
Tarentola annularis,0,0.514,0.315,0,0,0.171,0,Herbivorous,Herbivorous,Herbivorous
Tarentola boehmei,0,0,0.982,0,0,0.017,0,Nocturnal,Nocturnal,Scansorial
Tarentola boettgeri,0,0,0.991,0,0.002,0,0.007,Nocturnal,Nocturnal,Scansorial
Tarentola chazaliae,0,0,0.44,0,0,0.115,0.445,Terrestrial,Nocturnal,Terrestrial
Tarentola crombiei,0,0,0.911,0,0.017,0,0.072,Nocturnal,Nocturnal,Scansorial
Tarentola delalandii,0,0,0.974,0,0,0.026,0,Nocturnal,Nocturnal,Scansorial
Tarentola deserti,0,0,0.921,0,0,0.079,0,Nocturnal,Nocturnal,Scansorial
Tarentola ephippiata,0,0,0.861,0,0,0.139,0,Nocturnal,Nocturnal,Scansorial
Tarentola fascicularis,0,0,0.968,0,0,0.032,0,Nocturnal,Nocturnal,Scansorial
Tarentola gigas,0,0,0.813,0,0,0.187,0,Nocturnal,Nocturnal,Scansorial
Tarentola gomerensis,0,0,0.999,0,0,0,0.001,Nocturnal,Nocturnal,Scansorial
Tarentola mauritanica,0,0,0.968,0,0,0.032,0,Nocturnal,Nocturnal,Scansorial
Tarentola mindiae,0,0,0.985,0,0,0.015,0,Nocturnal,Nocturnal,Scansorial
Tarentola neglecta,0,0,0.986,0,0.003,0,0.011,Nocturnal,Nocturnal,Scansorial
Tarentola substituta,0,0,0.951,0,0.009,0,0.039,Nocturnal,Nocturnal,Scansorial
Techmarscincus jigurru,0.002,0,0.007,0.891,0,0.1,0,Scansorial,Scansorial,Scansorial
Teira dugesii,0,0.903,0,0,0,0.097,0,Herbivorous,Herbivorous,Herbivorous
Teius oculatus,0,0.514,0,0,0,0.303,0.184,Herbivorous,Herbivorous,Herbivorous
Teius suquiensis,0,0.511,0,0,0,0.313,0.176,Herbivorous,Herbivorous,Herbivorous
Teius teyou,0,0.496,0,0,0,0.365,0.139,Herbivorous,Herbivorous,Herbivorous
Tenuidactylus caspius,0,0,0.986,0,0.003,0,0.011,Nocturnal,Nocturnal,Scansorial
Tenuidactylus fedtschenkoi,0,0.628,0.372,0,0,0,0,Herbivorous,Herbivorous,Herbivorous
Tenuidactylus longipes,0,0,0.941,0,0.011,0,0.047,Nocturnal,Nocturnal,Scansorial
Tenuidactylus turcmenicus,0,0,0.986,0,0.003,0,0.011,Nocturnal,Nocturnal,Scansorial
Teratoscincus bedriagai,0,0,0.441,0,0,0.107,0.452,Terrestrial,Nocturnal,Terrestrial
Teratoscincus keyserlingii,0,0,0.433,0,0,0.223,0.344,Nocturnal,Nocturnal,Terrestrial
Teratoscincus microlepis,0,0,0.44,0,0,0.119,0.441,Terrestrial,Nocturnal,Terrestrial
Teratoscincus przewalskii,0,0,0.436,0,0,0.178,0.386,Nocturnal,Nocturnal,Terrestrial
Teratoscincus roborowskii,0,0,0.436,0,0,0.174,0.39,Nocturnal,Nocturnal,Terrestrial
Teratoscincus scincus,0,0,0.432,0,0,0.233,0.335,Nocturnal,Nocturnal,Terrestrial
Tetradactylus africanus,0,0,0,0.076,0.868,0.056,0,Fossorial,Fossorial,Fossorial
Tetradactylus ellenbergeri,0,0,0,0,0,0.124,0.876,Terrestrial,Terrestrial,Terrestrial
Tetradactylus seps,0,0,0,0,0,0.219,0.781,Terrestrial,Terrestrial,Terrestrial
Tetradactylus tetradactylus,0,0,0,0,0,0.128,0.872,Terrestrial,Terrestrial,Terrestrial
